shipment_id,order_date,promised_delivery_date,delivery_date,warehouse,region,carrier,product_category,quantity,inventory_on_hand,shipping_cost,delivery_status
SHP101570,2024-08-28,2024-09-04,2024-09-03,Toronto WH,British Columbia,Canada Post,Medical Supplies,20,1938,268.61,On Time
SHP101571,2024-03-01,2024-03-07,2024-03-07,Calgary WH,Alberta,FedEx,Medical Supplies,14,3814,133.17,On Time
SHP101572,2024-06-26,2024-07-01,2024-06-28,Calgary WH,Alberta,FedEx,Medical Supplies,133,3362,194.93,On Time
SHP101573,2024-12-03,2024-12-10,2024-12-13,Toronto WH,Ontario,UPS,Electronics,169,4583,268.99,Late
SHP101574,2024-03-02,2024-03-10,2024-03-10,Toronto WH,Ontario,FedEx,Apparel,40,3232,78.75,On Time
SHP101575,2024-05-24,2024-05-27,2024-06-02,Vancouver WH,Alberta,DHL,Medical Supplies,34,3744,294.93,Late
SHP101576,2024-08-03,2024-08-09,2024-08-13,Toronto WH,Alberta,FedEx,Apparel,124,3465,216.55,Late
SHP101577,2024-01-03,2024-01-12,2024-01-10,Montreal WH,British Columbia,UPS,Apparel,45,440,158.91,On Time
SHP101578,2024-06-08,2024-06-13,2024-06-21,Montreal WH,British Columbia,DHL,Home Goods,199,3611,140.66,Late
SHP101579,2024-08-14,2024-08-22,2024-08-20,Toronto WH,British Columbia,DHL,Medical Supplies,80,461,287.22,On Time
SHP101580,2024-09-25,2024-10-02,2024-10-02,Montreal WH,Alberta,Canada Post,Medical Supplies,71,611,77.6,On Time
SHP101581,2024-04-29,2024-05-07,2024-05-11,Toronto WH,Quebec,FedEx,Medical Supplies,155,3471,107.27,Late
SHP101582,2024-03-29,2024-04-04,2024-04-01,Vancouver WH,Alberta,UPS,Apparel,78,3163,106.18,On Time
SHP101583,2024-11-24,2024-11-28,2024-11-29,Montreal WH,Alberta,Canada Post,Electronics,78,5,100.92,Late
SHP101584,2024-03-08,2024-03-17,2024-03-12,Montreal WH,British Columbia,Canada Post,Apparel,172,4776,151.19,On Time
SHP101585,2024-12-22,2024-12-28,2025-01-05,Toronto WH,Alberta,FedEx,Medical Supplies,33,3970,296.97,Late
SHP101586,2024-04-07,2024-04-10,2024-04-15,Montreal WH,Ontario,FedEx,Medical Supplies,33,2858,268.86,Late
SHP101587,2024-09-23,2024-09-29,2024-10-03,Calgary WH,Alberta,UPS,Medical Supplies,44,2606,111.83,Late
SHP101588,2024-04-14,2024-04-21,2024-04-20,Vancouver WH,Alberta,Canada Post,Apparel,20,98,138.4,On Time
SHP101589,2024-11-18,2024-11-25,2024-11-25,Vancouver WH,Alberta,UPS,Medical Supplies,111,525,207.45,On Time
SHP101590,2024-05-02,2024-05-08,2024-05-13,Montreal WH,Alberta,Canada Post,Home Goods,164,1180,24.8,Late
SHP101591,2024-01-29,2024-02-05,2024-02-11,Montreal WH,Quebec,Canada Post,Medical Supplies,7,1689,249.64,Late
SHP101592,2024-05-16,2024-05-20,2024-05-29,Calgary WH,Alberta,Canada Post,Electronics,160,1138,266.34,Late
SHP101593,2024-07-13,2024-07-21,2024-07-16,Calgary WH,Ontario,FedEx,Home Goods,195,4491,260.02,On Time
SHP101594,2024-08-13,2024-08-19,2024-08-17,Montreal WH,Ontario,Canada Post,Medical Supplies,167,4865,125.02,On Time
SHP101595,2024-11-27,2024-12-06,2024-12-01,Montreal WH,Alberta,Canada Post,Home Goods,24,3071,149.36,On Time
SHP101596,2024-06-18,2024-06-22,2024-07-01,Calgary WH,British Columbia,Canada Post,Medical Supplies,70,2927,23.47,Late
SHP101597,2024-01-09,2024-01-17,2024-01-22,Toronto WH,Quebec,DHL,Electronics,112,2792,131.83,Late
SHP101598,2024-02-09,2024-02-18,2024-02-19,Calgary WH,Alberta,FedEx,Medical Supplies,104,4778,148.92,Late
SHP101599,2024-01-25,2024-02-03,2024-02-02,Toronto WH,Alberta,DHL,Home Goods,54,14,273.95,On Time
SHP101600,2024-09-17,2024-09-26,2024-09-26,Vancouver WH,Alberta,FedEx,Electronics,38,2415,270.32,On Time
SHP101601,2024-08-13,2024-08-21,2024-08-25,Vancouver WH,British Columbia,UPS,Apparel,74,2685,290.51,Late
SHP101602,2024-05-03,2024-05-07,2024-05-14,Calgary WH,British Columbia,DHL,Electronics,80,2900,267.83,Late
SHP101603,2024-02-07,2024-02-16,2024-02-19,Toronto WH,British Columbia,UPS,Electronics,32,1236,22.3,Late
SHP101604,2024-11-23,2024-12-02,2024-12-03,Calgary WH,Quebec,Canada Post,Electronics,45,4100,199.61,Late
SHP101605,2024-09-07,2024-09-12,2024-09-14,Calgary WH,Ontario,UPS,Home Goods,61,3220,39.11,Late
SHP101606,2024-06-24,2024-06-30,2024-06-29,Toronto WH,Quebec,UPS,Electronics,198,1607,96.33,On Time
SHP101607,2024-03-30,2024-04-07,2024-04-12,Calgary WH,British Columbia,UPS,Medical Supplies,53,3563,181.93,Late
SHP101608,2024-02-06,2024-02-14,2024-02-08,Vancouver WH,Ontario,UPS,Electronics,128,3297,216.17,On Time
SHP101609,2024-11-11,2024-11-18,2024-11-20,Montreal WH,Ontario,FedEx,Electronics,179,2633,203.3,Late
SHP101610,2024-06-24,2024-07-02,2024-07-02,Montreal WH,British Columbia,DHL,Medical Supplies,76,3890,33.74,On Time
SHP101611,2024-10-10,2024-10-14,2024-10-13,Calgary WH,British Columbia,FedEx,Medical Supplies,184,4264,49.01,On Time
SHP101612,2024-03-21,2024-03-29,2024-03-30,Toronto WH,Quebec,FedEx,Apparel,27,2808,56.0,Late
SHP101613,2024-04-23,2024-04-28,2024-05-06,Toronto WH,British Columbia,FedEx,Electronics,166,791,45.6,Late
SHP101614,2024-02-09,2024-02-15,2024-02-15,Vancouver WH,Ontario,UPS,Home Goods,62,999,69.91,On Time
SHP101615,2024-10-27,2024-11-02,2024-11-04,Toronto WH,Alberta,FedEx,Electronics,18,151,212.78,Late
SHP101616,2024-08-11,2024-08-19,2024-08-16,Toronto WH,British Columbia,DHL,Electronics,127,3063,252.63,On Time
SHP101617,2024-11-13,2024-11-22,2024-11-19,Vancouver WH,British Columbia,FedEx,Medical Supplies,109,4599,134.47,On Time
SHP101618,2024-12-14,2024-12-17,2024-12-23,Calgary WH,Quebec,Canada Post,Apparel,103,2091,213.98,Late
SHP101619,2024-04-24,2024-04-27,2024-04-26,Montreal WH,Quebec,UPS,Electronics,192,4599,76.0,On Time
SHP101620,2024-07-04,2024-07-13,2024-07-06,Vancouver WH,British Columbia,Canada Post,Home Goods,77,4082,292.52,On Time
SHP101621,2024-11-18,2024-11-27,2024-11-23,Calgary WH,Ontario,DHL,Electronics,117,4026,118.0,On Time
SHP101622,2024-02-25,2024-03-05,2024-02-29,Vancouver WH,Ontario,DHL,Home Goods,104,2977,256.84,On Time
SHP101623,2024-02-09,2024-02-13,2024-02-23,Calgary WH,Alberta,DHL,Medical Supplies,158,842,284.7,Late
SHP101624,2024-12-19,2024-12-22,2024-12-30,Vancouver WH,British Columbia,DHL,Apparel,49,4446,262.12,Late
SHP101625,2024-02-09,2024-02-18,2024-02-22,Calgary WH,Quebec,FedEx,Electronics,169,3793,38.78,Late
SHP101626,2024-12-12,2024-12-16,2024-12-15,Vancouver WH,Ontario,UPS,Apparel,116,2070,202.09,On Time
SHP101627,2024-08-24,2024-08-31,2024-09-06,Calgary WH,Alberta,DHL,Electronics,141,1659,53.63,Late
SHP101628,2024-10-15,2024-10-19,2024-10-19,Vancouver WH,British Columbia,Canada Post,Home Goods,162,597,21.59,On Time
SHP101629,2024-09-18,2024-09-21,2024-09-30,Montreal WH,Ontario,DHL,Apparel,100,2513,34.5,Late
SHP101630,2024-08-03,2024-08-11,2024-08-15,Montreal WH,British Columbia,UPS,Electronics,125,4135,276.52,Late
SHP101631,2024-05-26,2024-06-02,2024-06-07,Toronto WH,British Columbia,Canada Post,Medical Supplies,25,4270,274.37,Late
SHP101632,2024-12-01,2024-12-04,2024-12-03,Calgary WH,Ontario,Canada Post,Home Goods,194,3603,83.23,On Time
SHP101633,2024-06-16,2024-06-20,2024-06-18,Vancouver WH,Ontario,Canada Post,Apparel,128,1216,173.18,On Time
SHP101634,2024-04-01,2024-04-06,2024-04-08,Calgary WH,Ontario,FedEx,Electronics,100,2291,287.41,Late
SHP101635,2024-12-18,2024-12-24,2024-12-24,Montreal WH,British Columbia,DHL,Apparel,146,4931,159.08,On Time
SHP101636,2024-02-28,2024-03-02,2024-03-08,Calgary WH,British Columbia,FedEx,Electronics,5,3811,130.2,Late
SHP101637,2024-02-28,2024-03-08,2024-03-02,Vancouver WH,Alberta,Canada Post,Home Goods,19,4993,155.31,On Time
SHP101638,2024-10-30,2024-11-03,2024-11-04,Calgary WH,Quebec,FedEx,Medical Supplies,170,931,241.26,Late
SHP101639,2024-06-17,2024-06-26,2024-06-26,Vancouver WH,British Columbia,FedEx,Home Goods,18,2138,153.64,On Time
SHP101640,2024-09-25,2024-10-04,2024-10-08,Montreal WH,Quebec,FedEx,Apparel,121,4002,239.32,Late
SHP101641,2024-12-28,2025-01-06,2025-01-04,Montreal WH,Ontario,DHL,Apparel,32,2978,140.88,On Time
SHP101642,2024-02-14,2024-02-23,2024-02-16,Montreal WH,British Columbia,Canada Post,Electronics,149,3892,90.56,On Time
SHP101643,2024-12-10,2024-12-19,2024-12-15,Toronto WH,Alberta,Canada Post,Home Goods,10,4595,111.41,On Time
SHP101644,2024-06-29,2024-07-06,2024-07-01,Montreal WH,Alberta,DHL,Electronics,37,2918,41.79,On Time
SHP101645,2024-06-18,2024-06-21,2024-07-02,Calgary WH,Quebec,FedEx,Home Goods,177,2564,159.27,Late
SHP101646,2024-12-21,2024-12-24,2024-12-24,Toronto WH,Ontario,FedEx,Apparel,86,1763,61.47,On Time
SHP101647,2024-07-09,2024-07-15,2024-07-15,Montreal WH,Quebec,UPS,Electronics,13,2170,247.23,On Time
SHP101648,2024-06-03,2024-06-07,2024-06-12,Calgary WH,Ontario,UPS,Electronics,183,335,137.77,Late
SHP101649,2024-07-06,2024-07-11,2024-07-15,Calgary WH,Alberta,UPS,Home Goods,145,1176,234.2,Late
SHP101650,2024-01-07,2024-01-14,2024-01-19,Calgary WH,Quebec,DHL,Medical Supplies,9,3021,287.25,Late
SHP101651,2024-05-12,2024-05-16,2024-05-16,Vancouver WH,Alberta,Canada Post,Home Goods,88,778,257.85,On Time
SHP101652,2024-08-22,2024-08-29,2024-09-03,Toronto WH,Alberta,UPS,Medical Supplies,172,1185,286.41,Late
SHP101653,2024-02-14,2024-02-17,2024-02-28,Calgary WH,Ontario,Canada Post,Home Goods,46,3285,179.02,Late
SHP101654,2024-11-09,2024-11-18,2024-11-14,Vancouver WH,Quebec,Canada Post,Apparel,136,3447,66.29,On Time
SHP101655,2024-09-05,2024-09-11,2024-09-16,Montreal WH,Quebec,Canada Post,Electronics,119,3991,281.91,Late
SHP101656,2024-01-31,2024-02-06,2024-02-12,Calgary WH,Alberta,DHL,Home Goods,165,2470,263.18,Late
SHP101657,2024-01-23,2024-01-31,2024-01-30,Vancouver WH,Alberta,DHL,Apparel,19,938,262.04,On Time
SHP101658,2024-06-08,2024-06-13,2024-06-20,Calgary WH,Ontario,DHL,Home Goods,191,4899,214.12,Late
SHP101659,2024-12-28,2025-01-03,2025-01-09,Toronto WH,British Columbia,DHL,Electronics,174,4006,194.98,Late
SHP101660,2024-06-06,2024-06-15,2024-06-17,Toronto WH,British Columbia,UPS,Home Goods,94,1935,24.12,Late
SHP101661,2024-02-08,2024-02-11,2024-02-12,Montreal WH,Alberta,FedEx,Medical Supplies,199,633,229.46,Late
SHP101662,2024-03-22,2024-03-27,2024-03-25,Calgary WH,British Columbia,FedEx,Electronics,26,1253,45.63,On Time
SHP101663,2024-12-21,2024-12-25,2024-12-28,Vancouver WH,British Columbia,FedEx,Medical Supplies,46,1082,92.73,Late
SHP101664,2024-09-14,2024-09-23,2024-09-26,Montreal WH,British Columbia,UPS,Apparel,118,2143,174.42,Late
SHP101665,2024-07-24,2024-08-02,2024-08-07,Calgary WH,British Columbia,FedEx,Apparel,46,1285,146.49,Late
SHP101666,2024-03-17,2024-03-23,2024-03-23,Montreal WH,Alberta,UPS,Home Goods,14,353,24.42,On Time
SHP101667,2024-01-12,2024-01-17,2024-01-23,Vancouver WH,British Columbia,UPS,Medical Supplies,85,1885,250.72,Late
SHP101668,2024-10-21,2024-10-24,2024-10-27,Montreal WH,British Columbia,UPS,Medical Supplies,63,1818,266.06,Late
SHP101669,2024-08-11,2024-08-19,2024-08-22,Montreal WH,Ontario,FedEx,Electronics,72,2520,210.92,Late
SHP101670,2024-01-13,2024-01-20,2024-01-27,Montreal WH,Alberta,Canada Post,Medical Supplies,3,4008,171.5,Late
SHP101671,2024-02-15,2024-02-22,2024-02-21,Calgary WH,Quebec,FedEx,Medical Supplies,28,3022,289.01,On Time
SHP101672,2024-06-03,2024-06-06,2024-06-14,Vancouver WH,Quebec,FedEx,Electronics,125,2584,53.59,Late
SHP101673,2024-04-22,2024-04-25,2024-05-05,Toronto WH,Ontario,DHL,Electronics,157,1547,226.61,Late
SHP101674,2024-08-20,2024-08-27,2024-08-26,Calgary WH,Ontario,UPS,Medical Supplies,87,4018,55.94,On Time
SHP101675,2024-01-17,2024-01-25,2024-01-21,Toronto WH,Alberta,Canada Post,Home Goods,146,4204,126.92,On Time
SHP101676,2024-12-25,2024-12-30,2025-01-02,Toronto WH,Quebec,DHL,Electronics,163,1368,183.94,Late
SHP101677,2024-08-10,2024-08-17,2024-08-17,Calgary WH,British Columbia,Canada Post,Electronics,77,3337,226.38,On Time
SHP101678,2024-12-19,2024-12-22,2024-12-24,Calgary WH,Ontario,Canada Post,Medical Supplies,76,1757,21.04,Late
SHP101679,2024-07-06,2024-07-12,2024-07-09,Vancouver WH,Quebec,UPS,Medical Supplies,175,1517,92.97,On Time
SHP101680,2024-12-09,2024-12-13,2024-12-22,Vancouver WH,Alberta,FedEx,Electronics,114,4917,170.7,Late
SHP101681,2024-12-30,2025-01-07,2025-01-09,Montreal WH,British Columbia,UPS,Medical Supplies,133,3484,169.2,Late
SHP101682,2024-06-11,2024-06-20,2024-06-13,Toronto WH,Alberta,UPS,Electronics,75,3685,198.54,On Time
SHP101683,2024-11-21,2024-11-29,2024-12-05,Vancouver WH,Ontario,DHL,Home Goods,59,3052,105.08,Late
SHP101684,2024-03-14,2024-03-20,2024-03-28,Montreal WH,Quebec,UPS,Home Goods,59,2696,171.35,Late
SHP101685,2024-08-20,2024-08-26,2024-09-01,Vancouver WH,Quebec,FedEx,Electronics,47,190,73.14,Late
SHP101686,2024-08-11,2024-08-20,2024-08-16,Calgary WH,Quebec,Canada Post,Electronics,95,932,72.32,On Time
SHP101687,2024-11-14,2024-11-17,2024-11-16,Vancouver WH,Quebec,UPS,Apparel,141,4237,181.44,On Time
SHP101688,2024-02-29,2024-03-07,2024-03-14,Toronto WH,British Columbia,Canada Post,Apparel,78,3238,211.93,Late
SHP101689,2024-11-30,2024-12-05,2024-12-07,Vancouver WH,British Columbia,UPS,Medical Supplies,113,2215,53.71,Late
SHP101690,2024-08-09,2024-08-17,2024-08-14,Toronto WH,Alberta,Canada Post,Medical Supplies,109,565,54.38,On Time
SHP101691,2024-02-06,2024-02-15,2024-02-12,Calgary WH,British Columbia,UPS,Electronics,106,1134,178.28,On Time
SHP101692,2024-10-04,2024-10-12,2024-10-10,Toronto WH,Ontario,DHL,Electronics,89,743,95.63,On Time
SHP101693,2024-07-14,2024-07-20,2024-07-24,Vancouver WH,Ontario,Canada Post,Apparel,33,672,129.87,Late
SHP101694,2024-12-17,2024-12-24,2024-12-19,Montreal WH,Quebec,UPS,Apparel,97,2911,132.21,On Time
SHP101695,2024-08-29,2024-09-06,2024-09-12,Calgary WH,Ontario,UPS,Electronics,190,530,69.99,Late
SHP101696,2024-11-19,2024-11-24,2024-11-22,Vancouver WH,Alberta,DHL,Home Goods,79,3021,20.37,On Time
SHP101697,2024-08-06,2024-08-12,2024-08-20,Calgary WH,British Columbia,DHL,Home Goods,16,561,258.88,Late
SHP101698,2024-07-10,2024-07-15,2024-07-17,Calgary WH,British Columbia,DHL,Medical Supplies,44,301,220.2,Late
SHP101699,2024-01-17,2024-01-24,2024-01-23,Vancouver WH,British Columbia,Canada Post,Electronics,186,3767,213.35,On Time
SHP101700,2024-01-12,2024-01-20,2024-01-24,Vancouver WH,Ontario,Canada Post,Electronics,120,4280,173.02,Late
SHP101701,2024-07-11,2024-07-15,2024-07-19,Montreal WH,British Columbia,DHL,Medical Supplies,134,509,216.27,Late
SHP101702,2024-01-22,2024-01-30,2024-01-26,Calgary WH,Quebec,FedEx,Apparel,108,3445,281.99,On Time
SHP101703,2024-04-29,2024-05-06,2024-05-03,Calgary WH,Quebec,FedEx,Apparel,143,2203,206.39,On Time
SHP101704,2024-07-28,2024-08-05,2024-08-08,Vancouver WH,Quebec,UPS,Home Goods,4,2834,94.23,Late
SHP101705,2024-11-01,2024-11-10,2024-11-04,Toronto WH,Ontario,FedEx,Electronics,56,794,179.76,On Time
SHP101706,2024-09-26,2024-10-04,2024-10-10,Vancouver WH,British Columbia,UPS,Apparel,64,2479,143.85,Late
SHP101707,2024-07-10,2024-07-13,2024-07-14,Calgary WH,Ontario,Canada Post,Home Goods,196,1523,175.8,Late
SHP101708,2024-06-23,2024-07-01,2024-07-04,Vancouver WH,British Columbia,Canada Post,Home Goods,162,4856,164.93,Late
SHP101709,2024-10-11,2024-10-19,2024-10-13,Montreal WH,Alberta,FedEx,Home Goods,95,2194,260.46,On Time
SHP101710,2024-07-22,2024-07-27,2024-07-28,Toronto WH,Alberta,Canada Post,Apparel,56,2528,202.5,Late
SHP101711,2024-06-12,2024-06-16,2024-06-25,Vancouver WH,Ontario,DHL,Apparel,32,434,72.85,Late
SHP101712,2024-09-07,2024-09-12,2024-09-13,Montreal WH,Quebec,DHL,Electronics,116,2038,37.64,Late
SHP101713,2024-08-14,2024-08-19,2024-08-27,Calgary WH,Ontario,FedEx,Electronics,9,1706,138.82,Late
SHP101714,2024-01-07,2024-01-13,2024-01-19,Vancouver WH,Quebec,FedEx,Home Goods,191,68,24.37,Late
SHP101715,2024-01-29,2024-02-01,2024-02-06,Calgary WH,British Columbia,UPS,Home Goods,105,1904,109.12,Late
SHP101716,2024-02-02,2024-02-07,2024-02-07,Montreal WH,Quebec,Canada Post,Apparel,78,3959,123.05,On Time
SHP101717,2024-05-13,2024-05-22,2024-05-17,Calgary WH,Quebec,UPS,Apparel,161,2951,125.16,On Time
SHP101718,2024-03-19,2024-03-26,2024-03-21,Montreal WH,British Columbia,UPS,Electronics,87,4649,294.22,On Time
SHP101719,2024-02-27,2024-03-07,2024-03-11,Montreal WH,Alberta,DHL,Electronics,21,2713,105.09,Late
SHP101720,2024-01-26,2024-02-02,2024-02-04,Montreal WH,British Columbia,DHL,Medical Supplies,55,3369,94.26,Late
SHP101721,2024-08-13,2024-08-21,2024-08-27,Vancouver WH,Ontario,DHL,Electronics,76,4595,56.23,Late
SHP101722,2024-10-11,2024-10-17,2024-10-15,Calgary WH,Ontario,DHL,Apparel,185,3727,163.08,On Time
SHP101723,2024-01-04,2024-01-07,2024-01-18,Calgary WH,Ontario,UPS,Home Goods,130,2404,63.03,Late
SHP101724,2024-04-08,2024-04-17,2024-04-11,Toronto WH,Ontario,DHL,Medical Supplies,141,3325,192.56,On Time
SHP101725,2024-02-08,2024-02-11,2024-02-20,Toronto WH,Ontario,Canada Post,Electronics,126,3546,63.44,Late
SHP101726,2024-09-27,2024-10-06,2024-10-02,Toronto WH,Alberta,DHL,Electronics,132,2303,181.47,On Time
SHP101727,2024-10-11,2024-10-19,2024-10-15,Toronto WH,Alberta,DHL,Apparel,84,3681,251.36,On Time
SHP101728,2024-06-05,2024-06-12,2024-06-19,Calgary WH,Quebec,DHL,Medical Supplies,178,3221,31.91,Late
SHP101729,2024-03-15,2024-03-19,2024-03-17,Montreal WH,Ontario,FedEx,Electronics,115,4374,137.53,On Time
SHP101730,2024-10-14,2024-10-20,2024-10-18,Montreal WH,British Columbia,Canada Post,Home Goods,48,1082,149.09,On Time
SHP101731,2024-05-09,2024-05-18,2024-05-22,Vancouver WH,Ontario,Canada Post,Apparel,123,445,241.5,Late
SHP101732,2024-06-23,2024-07-02,2024-06-26,Montreal WH,Alberta,UPS,Medical Supplies,78,4931,151.02,On Time
SHP101733,2024-03-24,2024-04-01,2024-04-02,Calgary WH,Ontario,UPS,Electronics,30,4850,178.91,Late
SHP101734,2024-01-22,2024-01-28,2024-01-29,Calgary WH,Alberta,DHL,Electronics,29,1592,241.54,Late
SHP101735,2024-01-27,2024-02-03,2024-02-06,Calgary WH,Quebec,FedEx,Medical Supplies,136,2775,176.73,Late
SHP101736,2024-07-13,2024-07-20,2024-07-22,Vancouver WH,Quebec,UPS,Apparel,140,3816,120.32,Late
SHP101737,2024-12-02,2024-12-11,2024-12-13,Toronto WH,Quebec,UPS,Medical Supplies,41,3053,44.04,Late
SHP101738,2024-08-23,2024-08-27,2024-08-27,Montreal WH,Alberta,DHL,Medical Supplies,26,1590,224.38,On Time
SHP101739,2024-04-01,2024-04-05,2024-04-07,Calgary WH,Ontario,DHL,Apparel,50,2231,263.92,Late
SHP101740,2024-01-21,2024-01-24,2024-01-29,Calgary WH,Ontario,UPS,Electronics,2,1561,291.62,Late
SHP101741,2024-10-29,2024-11-04,2024-11-04,Toronto WH,British Columbia,UPS,Home Goods,55,4272,279.45,On Time
SHP101742,2024-12-22,2024-12-28,2024-12-31,Calgary WH,Alberta,Canada Post,Apparel,104,3646,243.28,Late
SHP101743,2024-03-24,2024-03-31,2024-04-06,Montreal WH,British Columbia,FedEx,Home Goods,184,4942,200.17,Late
SHP101744,2024-09-18,2024-09-21,2024-09-24,Vancouver WH,Quebec,Canada Post,Electronics,14,3238,238.81,Late
SHP101745,2024-05-26,2024-06-03,2024-05-28,Calgary WH,Ontario,UPS,Medical Supplies,134,1600,140.98,On Time
SHP101746,2024-09-13,2024-09-19,2024-09-19,Montreal WH,Alberta,Canada Post,Home Goods,128,2056,186.54,On Time
SHP101747,2024-02-27,2024-03-01,2024-03-03,Calgary WH,British Columbia,Canada Post,Electronics,104,4331,117.64,Late
SHP101748,2024-01-15,2024-01-18,2024-01-22,Toronto WH,British Columbia,UPS,Electronics,95,709,111.48,Late
SHP101749,2024-06-10,2024-06-19,2024-06-14,Calgary WH,British Columbia,DHL,Medical Supplies,81,2971,231.87,On Time
SHP101750,2024-06-11,2024-06-18,2024-06-23,Calgary WH,Ontario,UPS,Medical Supplies,61,2732,147.1,Late
SHP101751,2024-11-15,2024-11-18,2024-11-21,Vancouver WH,Ontario,DHL,Electronics,12,793,79.41,Late
SHP101752,2024-10-07,2024-10-11,2024-10-10,Toronto WH,Ontario,UPS,Electronics,13,3099,76.54,On Time
SHP101753,2024-10-06,2024-10-10,2024-10-18,Toronto WH,Alberta,UPS,Home Goods,147,2855,260.57,Late
SHP101754,2024-01-12,2024-01-17,2024-01-19,Vancouver WH,Ontario,UPS,Electronics,172,26,209.77,Late
SHP101755,2024-09-30,2024-10-07,2024-10-14,Calgary WH,Alberta,FedEx,Electronics,89,3267,172.89,Late
SHP101756,2024-09-27,2024-10-06,2024-10-10,Montreal WH,British Columbia,DHL,Home Goods,95,84,132.26,Late
SHP101757,2024-07-26,2024-08-03,2024-08-02,Toronto WH,British Columbia,FedEx,Apparel,59,3101,140.63,On Time
SHP101758,2024-01-27,2024-02-01,2024-02-02,Toronto WH,Quebec,UPS,Home Goods,37,1122,36.08,Late
SHP101759,2024-03-12,2024-03-16,2024-03-19,Calgary WH,Ontario,Canada Post,Home Goods,25,11,147.37,Late
SHP101760,2024-02-29,2024-03-09,2024-03-12,Calgary WH,British Columbia,FedEx,Medical Supplies,16,1748,242.73,Late
SHP101761,2024-05-24,2024-05-29,2024-06-01,Toronto WH,Ontario,DHL,Home Goods,166,3109,128.64,Late
SHP101762,2024-04-02,2024-04-09,2024-04-15,Calgary WH,Alberta,UPS,Electronics,171,1876,127.4,Late
SHP101763,2024-11-04,2024-11-13,2024-11-10,Montreal WH,British Columbia,FedEx,Electronics,87,2619,24.4,On Time
SHP101764,2024-01-08,2024-01-15,2024-01-10,Toronto WH,Ontario,Canada Post,Electronics,142,179,148.19,On Time
SHP101765,2024-03-19,2024-03-22,2024-03-28,Montreal WH,British Columbia,FedEx,Apparel,134,796,27.09,Late
SHP101766,2024-01-27,2024-02-02,2024-02-01,Montreal WH,British Columbia,DHL,Electronics,23,3813,179.7,On Time
SHP101767,2024-06-22,2024-06-25,2024-07-02,Calgary WH,Ontario,FedEx,Apparel,126,2024,161.9,Late
SHP101768,2024-02-19,2024-02-26,2024-03-01,Montreal WH,British Columbia,Canada Post,Electronics,60,3217,255.2,Late
SHP101769,2024-07-17,2024-07-26,2024-07-30,Calgary WH,British Columbia,Canada Post,Home Goods,140,886,182.9,Late
SHP101770,2024-12-14,2024-12-18,2024-12-21,Vancouver WH,British Columbia,DHL,Medical Supplies,141,2468,110.56,Late
SHP101771,2024-06-29,2024-07-07,2024-07-01,Calgary WH,British Columbia,Canada Post,Electronics,100,3387,164.54,On Time
SHP101772,2024-01-24,2024-01-28,2024-01-28,Montreal WH,Alberta,UPS,Apparel,103,1519,215.92,On Time
SHP101773,2024-11-11,2024-11-20,2024-11-15,Vancouver WH,British Columbia,Canada Post,Apparel,134,2432,46.31,On Time
SHP101774,2024-02-15,2024-02-18,2024-02-26,Calgary WH,Quebec,UPS,Medical Supplies,63,4866,193.9,Late
SHP101775,2024-01-15,2024-01-23,2024-01-28,Montreal WH,British Columbia,FedEx,Electronics,38,916,276.66,Late
SHP101776,2024-06-01,2024-06-10,2024-06-14,Toronto WH,Ontario,UPS,Home Goods,128,2070,103.76,Late
SHP101777,2024-08-09,2024-08-16,2024-08-14,Toronto WH,Quebec,UPS,Electronics,50,3976,195.46,On Time
SHP101778,2024-07-24,2024-07-28,2024-07-31,Calgary WH,Alberta,FedEx,Electronics,180,1781,249.97,Late
SHP101779,2024-09-29,2024-10-06,2024-10-07,Calgary WH,Quebec,Canada Post,Medical Supplies,40,338,163.31,Late
SHP101780,2024-08-23,2024-08-31,2024-09-03,Toronto WH,Quebec,UPS,Electronics,8,1516,221.03,Late
SHP101781,2024-12-05,2024-12-13,2024-12-10,Montreal WH,Quebec,Canada Post,Home Goods,189,2870,107.08,On Time
SHP101782,2024-08-15,2024-08-19,2024-08-22,Montreal WH,Ontario,FedEx,Apparel,8,3582,105.7,Late
SHP101783,2024-01-09,2024-01-16,2024-01-21,Montreal WH,Ontario,DHL,Medical Supplies,104,914,206.92,Late
SHP101784,2024-06-14,2024-06-19,2024-06-16,Calgary WH,Ontario,Canada Post,Home Goods,34,3290,217.51,On Time
SHP101785,2024-11-14,2024-11-21,2024-11-23,Vancouver WH,Alberta,Canada Post,Apparel,188,4570,282.36,Late
SHP101786,2024-08-01,2024-08-09,2024-08-09,Vancouver WH,Ontario,DHL,Medical Supplies,57,1446,82.95,On Time
SHP101787,2024-04-26,2024-05-03,2024-05-08,Vancouver WH,Ontario,DHL,Medical Supplies,174,1379,151.1,Late
SHP101788,2024-12-09,2024-12-18,2024-12-21,Vancouver WH,Quebec,FedEx,Apparel,22,1483,90.14,Late
SHP101789,2024-03-12,2024-03-15,2024-03-22,Vancouver WH,Ontario,Canada Post,Apparel,87,2074,42.43,Late
SHP101790,2024-03-04,2024-03-09,2024-03-08,Calgary WH,British Columbia,Canada Post,Home Goods,40,800,132.9,On Time
SHP101791,2024-07-23,2024-07-29,2024-07-26,Calgary WH,Ontario,FedEx,Electronics,173,1246,124.74,On Time
SHP101792,2024-07-27,2024-08-05,2024-07-29,Vancouver WH,Alberta,Canada Post,Electronics,183,4959,95.72,On Time
